"","name","aqi","idx","lat","lon","url","dominentpol","time","tz","t","h","p","pm10","so2","no2","pm25","co","o3","w","r","wd","d","uvi","pol","mepaqi","pm1","time_estern"
"1604","Aboshiku Kaichi Nakamachi, Himeji, Hyogo Prefecture",30,2022,34.7892684,134.588922,"http://aqicn.org/city/japan/himejishi/aboshi/","pm25","2017-03-28 02:00:00","+09:00",8.15,70,1018,11,1.5,14.9,30,2.3,12.8,1.6,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1605","Shikisai, Himeji, Hyogo Prefecture",46,2023,34.8611601,134.6441496,"http://aqicn.org/city/japan/himejishi/shikisai/","pm25","2017-03-28 02:00:00","+09:00",8.15,70,1018,9,2.9,7.5,46,2.3,17.6,1.2,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1606","Koshomachi, Himeji, Hyogo Prefecture",38,2249,34.8349744,134.6835469,"http://aqicn.org/city/japan/himejishi/funabajidoshahaishutsugasu/","pm25","2017-03-28 02:00:00","+09:00",8.15,70,1018,12,1.5,9.3,38,2.3,24.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1607","Koshomachi, Himeji, Hyogo Prefecture",NA,2024,34.8349744,134.6835469,"http://aqicn.org/city/japan/himejishi/funaba/","","","",20.03,62,1010.36,NA,NA,NA,NA,NA,NA,5.66,0,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1608","Shikamaku Hosoe, Himeji, Hyogo Prefecture",6,2025,34.7953456,134.6637192,"http://aqicn.org/city/japan/himejishi/shikama/","pm10","2017-03-28 02:00:00","+09:00",8.15,70,1018,6,1.5,17.6,NA,2.3,14.5,1,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1609","Shikamaku Hosoe, Himeji, Hyogo Prefecture",53,2250,34.7953456,134.6637192,"http://aqicn.org/city/japan/himejishi/shikamajidoshahaishutsugasu/","pm25","2017-03-28 02:00:00","+09:00",8.15,70,1018,8,1.5,13.9,53,3.4,24.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1610","Higashinaniwacho, Amagasaki, Hyogo Prefecture",50,2026,34.7261154,135.4145944,"http://aqicn.org/?city=Japan/%E5%B0%BC%E5%B4%8E%E5%B8%82/%E5%9B%BD%E8%A8%AD%E5%B0%BC%E5%B4%8E","pm25","2017-03-28 01:00:00","+09:00",8.15,70,1018,17,1.5,11.2,50,2.3,32.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1611","Mukogawacho, Amagasaki, Hyogo Prefecture",42,2027,34.716446,135.3890228,"http://aqicn.org/city/japan/amagasakishi/mukogawa/","pm25","2017-03-28 02:00:00","+09:00",8.15,70,1018,17,1.5,13,42,2.3,32.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1612","Amagasaki, Hyogo Prefecture",57,2028,34.7337339,135.4063757,"http://aqicn.org/?city=Japan/%E5%B0%BC%E5%B4%8E%E5%B8%82/%E5%9B%BD%E8%A8%AD%E5%B0%BC%E5%B4%8E%E8%87%AA%E5%8B%95%E8%BB%8A%E4%BA%A4%E9%80%9A%E7%92%B0%E5%A2%83%E6%B8%AC%E5%AE%9A%E6%89%80","pm25","2017-03-28 01:00:00","+09:00",8.15,70,1018,10,1.5,11.2,57,4.5,33.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1613","Futamicho Higashifutami, Akashi, Hyogo Prefecture",38,2029,34.6987203,134.8883821,"http://aqicn.org/city/japan/akashishi/futami/","pm25","2017-03-28 02:00:00","+09:00",8.15,70,1018,17,4.3,13.9,38,2.3,20,1.7,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1614","Oji, Akashi, Hyogo Prefecture",46,2030,34.653125,134.980519,"http://aqicn.org/city/japan/akashishi/oji/","pm25","2017-03-28 02:00:00","+09:00",8.15,70,1018,16,1.5,10.2,46,1.2,24.8,1.2,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1615","Hayashisakicho, Akashi, Hyogo Prefecture",38,2031,34.6491919,134.9710281,"http://aqicn.org/city/japan/akashishi/hayashizaki/","pm25","2017-03-28 02:00:00","+09:00",8.15,70,1018,1,1.5,12.1,38,2.3,31.2,0.8,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1616","Tsutogawacho, Nishinomiya, Hyogo Prefecture",50,2032,34.7318277,135.3484194,"http://aqicn.org/city/japan/nishinomiyashi/tsutogawa/","pm25","2017-03-28 02:00:00","+09:00",8.15,70,1018,9,NA,9.3,50,2.3,33.6,1.4,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1617","Koshien Ichibancho, Nishinomiya, Hyogo Prefecture",25,2033,34.7295396,135.375252,"http://aqicn.org/city/japan/nishinomiyashi/koshien/","pm25","2017-03-28 02:00:00","+09:00",8.15,70,1018,13,NA,26.9,25,3.4,32.8,0.5,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1618","Uchidecho, Ashiya, Hyogo Prefecture",42,2034,34.7313715,135.317336,"http://aqicn.org/city/japan/ashiyashi/uchide/","pm25","2017-03-28 02:00:00","+09:00",8.15,70,1018,4,1.5,13.9,42,2.3,33.6,0.5,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1619","Takadai, Itami, Hyogo Prefecture",53,2035,34.7936189,135.4106683,"http://aqicn.org/city/japan/itamishi/midorigaoka/","pm25","2017-03-28 02:00:00","+09:00",8.15,70,1018,11,1.5,16.7,53,2.3,20,1.2,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1620","Chuomachi, Toyooka, Hyogo Prefecture",55,2036,35.5443088,134.8201898,"http://aqicn.org/city/japan/toyookashi/toyookashiyakusho/","pm25","2017-03-28 02:00:00","+09:00",-3.39,78,1002.65,10,1.5,2.8,55,NA,14.5,0.5,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1621","Noguchicho Yoshino, Kakogawa, Hyogo Prefecture",59,2037,34.7573058,134.8424107,"http://aqicn.org/city/japan/kakogawashi/kakogawashiyakusho/","pm25","2017-03-28 02:00:00","+09:00",4.8,70,1018,8,1.5,19.5,59,2.3,12.1,0.8,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1622","Befucho Nishimachi, Kakogawa, Hyogo Prefecture",57,2038,34.7269059,134.8432472,"http://aqicn.org/city/japan/kakogawashi/beppu/","pm25","2017-03-28 02:00:00","+09:00",8.15,70,1018,16,1.5,9.3,57,2.3,26.4,2.1,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1623","Sakaemachi, Takarazuka, Hyogo Prefecture",34,2039,34.8094132,135.3452126,"http://aqicn.org/city/japan/takarazukashi/sakaemachi/","pm25","2017-03-28 02:00:00","+09:00",8.15,70,1018,10,1.5,26.9,34,3.4,16.8,0.8,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1624","Araicho Chidori, Takasago, Hyogo Prefecture",46,2040,34.766018,134.7908583,"http://aqicn.org/city/japan/takasagoshi/takasagoshiyakusho/","pm25","2017-03-28 02:00:00","+09:00",8.15,70,1018,9,1.5,23.2,46,2.3,12.1,0.5,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1625","Kamo, Kawanishi, Hyogo Prefecture",25,2041,34.8119308,135.4097403,"http://aqicn.org/city/japan/kawanishishi/kamo/","pm25","2017-03-28 01:00:00","+09:00",8.15,75,1018,10,1.5,8.4,25,2.3,12.8,1,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1626","Kunioka, Hyogo Prefecture",38,2042,34.7487461,134.9127595,"http://aqicn.org/city/japan/kakoguninamimachi/inamimachiyakuba/","pm25","2017-03-28 02:00:00","+09:00",8.15,70,1018,19,1.5,12.1,38,2.3,16,2.2,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1627","Tanbaichicho, Tenri, Nara",21,2043,34.5947387,135.8301236,"http://aqicn.org/city/japan/tenrishi/tenri/","pm25","2017-03-28 00:00:00","+09:00",0.83,90,1009.75,17,1.5,5.6,21,3.4,20,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1628","Hikata, Kainan, Wakayama",46,2044,34.154994,135.2091781,"http://aqicn.org/city/japan/kainanshi/kainanshiyakusho/","pm25","2017-03-28 01:00:00","+09:00",8.15,61,1018,22,1.5,4.7,46,NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1629","Hijiyamahonmachi, Hiroshima",50,2045,34.3816785,132.4695193,"http://aqicn.org/city/japan/hiroshimashiminamiku/hichisan/","pm25","2017-03-28 02:00:00","+09:00",7.15,75,1020,17,1.5,8.4,50,5.6,36.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1630","Inokuchi, Hiroshima",50,2046,34.3720428,132.3841492,"http://aqicn.org/city/japan/hiroshimashinishiku/iguchishogakko/","pm25","2017-03-28 02:00:00","+09:00",7.15,75,1020,14,1.5,6.5,50,1.2,29.6,1.3,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1631","Furuichi, Hiroshima",46,2047,34.454477,132.4712828,"http://aqicn.org/city/japan/hiroshimashiasaminamiku/furuichishogakko/","pm25","2017-03-28 02:00:00","+09:00",7.15,75,1020,8,1.5,11.2,46,5.6,31.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1632","Kabe, Hiroshima",42,2048,34.5185429,132.5099331,"http://aqicn.org/city/japan/hiroshimashiasakitaku/kabeshogakko/","pm25","2017-03-28 02:00:00","+09:00",7.15,75,1020,2,1.5,3.8,42,5.6,34.4,1.5,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1633","Takeharacho, Takehara, Hiroshima",34,2049,34.3410417,132.9031028,"http://aqicn.org/city/japan/takeharashi/takeharakoko/","pm25","2017-03-28 02:00:00","+09:00",7.15,75,1020,14,1.5,6.5,34,NA,20,0.6,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1634","Miyaoki, Mihara, Hiroshima",42,2050,34.3916858,133.0759925,"http://aqicn.org/city/japan/miharashi/miharamiyaokimachi/","pm25","2017-03-28 02:00:00","+09:00",7.15,75,1020,7,1.5,11.2,42,NA,25.6,1.5,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1635","Tokaichimachi, Miyoshi, Hiroshima",NA,2051,34.7948279,132.8536574,"http://aqicn.org/city/japan/mitsugishi/sanjiringyogijutsusenta/","","2015-04-16 14:00:00","+0900",16.45,73,998.17,27,4.3,2.8,78,NA,24,7.16,0,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1636","Yumi, Otake, Hiroshima",63,2052,34.2200983,132.2201848,"http://aqicn.org/city/japan/otakeshi/otakeyumikoen/","pm25","2017-03-28 02:00:00","+09:00",7.15,75,1020,11,1.5,6.5,63,5.6,42.4,2.6,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1637","Hikoshima Sakomachi, Shimonoseki, Yamaguchi",95,2053,33.9421256,130.8962555,"http://aqicn.org/city/japan/shimonosekishi/hikojimakyoku/","pm25","2017-03-28 01:00:00","+09:00",9.15,100,1021,36,2.9,3.8,95,4.5,48.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1638","Yamanotahonmachi, Shimonoseki, Yamaguchi",104,2054,33.9893027,130.9271263,"http://aqicn.org/city/japan/shimonosekishi/yamanotakyoku/","pm25","2017-03-28 01:00:00","+09:00",9.15,100,1021,29,1.5,3.8,104,4.5,48.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1639","Kotoshibacho, Ube, Yamaguchi",102,2055,33.9556444,131.2503993,"http://aqicn.org/city/japan/ubeshi/ubesogochosha/","pm25","2017-03-28 01:00:00","+09:00",9.15,100,1021,39,1.5,4.7,102,5.6,46.5,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1640","Higashisue, Ube, Yamaguchi",87,2056,33.994162,131.2178447,"http://aqicn.org/city/japan/ubeshi/atsuminamishiminsenta/","pm25","2017-03-28 01:00:00","+09:00",9.15,100,1021,47,1.5,4.7,87,5.6,42.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1641","Yamaguchi, Yamaguchi",61,2057,34.178496,131.4737269,"http://aqicn.org/city/japan/yamaguchishi/kankyohokensenta/","pm25","2017-03-28 01:00:00","+09:00",9.15,100,1021,10,1.5,10.2,61,NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1642","Emukai, Hagi, Yamaguchi",65,2058,34.4047159,131.4006127,"http://aqicn.org/city/japan/hagishi/hagikenkofukushisenta/","pm25","2017-03-28 01:00:00","+09:00",9.15,100,1021,NA,NA,NA,65,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1643","Kotobukicho, Hofu, Yamaguchi",55,2059,34.0509295,131.5627539,"http://aqicn.org/city/japan/hofushi/hofushiyakusho/","pm25","2017-03-28 01:00:00","+09:00",7.15,81,1020,12,1.5,6.5,55,NA,39.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1644","Otemachi, Kudamatsu, Yamaguchi",50,2060,34.0150077,131.8703504,"http://aqicn.org/city/japan/shimomatsushi/shimomatsushiyakusho/","pm25","2017-03-28 01:00:00","+09:00",7.15,75,1020,11,1.5,7.5,50,NA,39.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1645","Yamatemachi, Iwakuni, Yamaguchi",53,2061,34.1698862,132.2166397,"http://aqicn.org/city/japan/iwakunishi/marifushogakko/","pm25","2017-03-28 01:00:00","+09:00",7.15,75,1020,9,1.5,5.6,53,5.6,34.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1646","Ozumachi, Iwakuni, Yamaguchi",50,2062,34.1455225,132.2133623,"http://aqicn.org/city/japan/iwakunishi/atagoshogakko/","pm25","2017-03-28 01:00:00","+09:00",7.15,75,1020,20,1.5,5.6,50,5.6,36.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1647","Mitsui, Hikari, Yamaguchi",15,2063,33.9627413,131.9526668,"http://aqicn.org/city/japan/hikarishi/kokoko/","pm10","2017-03-28 01:00:00","+09:00",7.15,81,1020,15,1.5,6.5,13,NA,41.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1648","Higashifukawa, Nagato, Yamaguchi",112,2064,34.369573,131.1841113,"http://aqicn.org/city/japan/nagatoshi/nagatodobokukenchikujimusho/","pm25","2017-03-28 01:00:00","+09:00",9.15,100,1021,NA,NA,NA,112,NA,49.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1649","Minamimachi, Yanai, Yamaguchi",38,2065,33.9638389,132.1015969,"http://aqicn.org/city/japan/yanaishi/yanaishiyakusho/","pm25","2017-03-28 01:00:00","+09:00",7.15,75,1020,12,1.5,3.8,38,NA,29.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1650","Ominecho Higashibun, Mine, Yamaguchi",65,2066,34.1662299,131.206092,"http://aqicn.org/city/japan/mineshi/mineshiyakusho/","pm25","2017-03-28 01:00:00","+09:00",9.15,100,1021,27,1.5,4.7,65,NA,37.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1651","Miyanomae, Shunan, Yamaguchi",25,2067,34.0730659,131.7638085,"http://aqicn.org/city/japan/shuminamiichi/miyanozenjidokoen/","pm25","2017-03-28 01:00:00","+09:00",7.15,75,1020,4,1.5,3.8,25,NA,44.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1652","Sue, Sanyoonoda, Yamaguchi",63,2068,33.9743747,131.179604,"http://aqicn.org/city/japan/sanyoonodashi/suekenkokoen/","pm25","2017-03-28 00:00:00","+09:00",8.39,57,1020,17,1.5,6.5,63,5.6,40.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1653","Waki, Yamaguchi",46,2069,34.2075134,132.2213437,"http://aqicn.org/city/japan/kugagunwakimachi/wakikomyunitisenta/","pm25","2017-03-28 01:00:00","+09:00",7.15,75,1020,20,1.5,3.8,46,5.6,33.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1654","Otecho, Marugame, Kagawa",55,2070,34.2898867,133.7974639,"http://aqicn.org/city/japan/marugameshi/marugameshiyakusho/","pm25","2017-03-28 01:00:00","+09:00",5.28,100,1020,6,NA,NA,55,4.5,38.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1655","Kawatsucho, Sakaide, Kagawa",6,2071,34.2963582,133.8466898,"http://aqicn.org/city/japan/sakaideshi/kawazu/","pm10","2017-03-28 01:00:00","+09:00",5.96,100,1021,6,5.8,9.3,NA,4.5,40,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1656","Bunkyocho, Zentsuji, Kagawa",34,2072,34.2277855,133.7871993,"http://aqicn.org/city/japan/zentsujishi/zentsujishiyakusho/","pm25","2017-03-28 01:00:00","+09:00",5.28,100,1020,8,NA,NA,34,4.5,41.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1657","Sakamotocho, Kanonji, Kagawa",61,2073,34.1285301,133.6620338,"http://aqicn.org/city/japan/kannonjishi/kannonjishiyakusho/","pm25","2017-03-28 01:00:00","+09:00",5.28,100,1020,15,1.5,3.8,61,NA,41.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1658","(Sonota), Kagawa",46,2074,34.3106818,133.8257752,"http://aqicn.org/city/japan/ayautagunutazumachi/utazumachiyakuba/","pm25","2017-03-28 01:00:00","+09:00",5.28,100,1020,NA,NA,NA,46,4.5,36.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1659","Sakaemachi, Kagawa",46,2075,34.272474,133.7535687,"http://aqicn.org/city/japan/nakatadoguntadotsumachi/tadotsumachiyakuba/","pm25","2017-03-28 01:00:00","+09:00",5.28,100,1020,NA,NA,NA,46,4.5,39.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1660","Tomihisamachi, Matsuyama, Ehime",70,2076,33.8231859,132.7261427,"http://aqicn.org/city/japan/matsuyamashi/tomihisamachi/","pm25","2017-03-28 01:00:00","+09:00",7.15,81,1020,10,2.9,6.5,70,2.3,33.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1661","Nishihabumachi, Matsuyama, Ehime",65,2077,33.8119617,132.7009261,"http://aqicn.org/city/japan/matsuyamashi/habushogakko/","pm25","2017-03-28 01:00:00","+09:00",7.15,75,1020,20,2.9,4.7,65,2.3,45.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1662","Asodamachi, Matsuyama, Ehime",70,2078,33.8209317,132.7618843,"http://aqicn.org/city/japan/matsuyamashi/asoda/","pm25","2017-03-28 01:00:00","+09:00",7.15,75,1020,19,1.5,11.2,70,NA,31.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1663","Kubotacho, Niihama, Ehime",59,2079,33.957834,133.2801951,"http://aqicn.org/city/japan/niihamashi/kaneko/","pm25","2017-03-28 01:00:00","+09:00",7.15,75,1020,27,5.8,5.6,59,5.6,42.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1664","Hongo, Niihama, Ehime",65,2080,33.9322534,133.280434,"http://aqicn.org/city/japan/niihamashi/nakamura/","pm25","2017-03-28 01:00:00","+09:00",7.15,75,1020,4,1.5,8.4,65,5.6,35.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1665","Nyugawa, Saijo, Ehime",70,2081,33.9316788,133.0801431,"http://aqicn.org/city/japan/saijoshi/toyo/","pm25","2017-03-28 01:00:00","+09:00",7.15,75,1020,22,2.9,1,70,5.6,40,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1666","Kamibuncho, Shikokuchuo, Ehime",70,2082,33.9922311,133.5861801,"http://aqicn.org/city/japan/shikokuchuoshi/kawanoe/","pm25","2017-03-28 01:00:00","+09:00",5.28,100,1020,30,1.5,6.5,70,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1667","Mishimamiyagawa, Shikokuchuo, Ehime",50,2083,33.981041,133.5499921,"http://aqicn.org/city/japan/shikokuchuoshi/iyomishima/","pm25","2017-03-28 01:00:00","+09:00",5.28,100,1020,17,1.5,4.7,50,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1668","Kera, Kochi, Kochi Prefecture",50,2084,33.5489621,133.5987948,"http://aqicn.org/city/japan/kochishi/kera/","pm25","2017-03-28 01:00:00","+09:00",5.96,100,1021,19,7.2,7.5,50,NA,20.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1669","Ekiminamimachi, Kochi Prefecture",53,2085,33.5469464,133.4328307,"http://aqicn.org/city/japan/agawaguninomachi/inogodochosha/","pm25","2017-03-28 01:00:00","+09:00",7.15,75,1020,7,1.5,8.4,53,NA,23.3,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1670","Kasumigaoka, Fukuoka",70,2086,33.6724489,130.4384733,"http://aqicn.org/city/japan/fukuokashihigashiku/kashii/","pm25","2017-03-28 02:00:00","+09:00",8.19,91,1021,25,1.5,2.8,70,NA,45.6,5.1,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1671","Yoshizuka, Fukuoka",65,2087,33.6065452,130.4283713,"http://aqicn.org/city/japan/fukuokashihakataku/yoshizuka/","pm25","2017-03-28 02:00:00","+09:00",8.19,91,1021,12,1.5,7.5,65,NA,36.1,1.2,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1672","Tenjin, Fukuoka",72,2088,33.5909629,130.4010016,"http://aqicn.org/city/japan/fukuokashichuoku/fukuokashiyakusho/","pm25","2017-03-28 00:00:00","+09:00",8.81,45,1021,32,1.5,9.3,72,NA,41.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1673","Ohashi, Fukuoka",46,2089,33.551951,130.4328892,"http://aqicn.org/city/japan/fukuokashiminamiku/ohashi/","pm25","2017-03-28 02:00:00","+09:00",8.19,91,1021,20,1.5,8.4,46,NA,40.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1674","Tajiri, Fukuoka",65,2090,33.5767169,130.2478853,"http://aqicn.org/city/japan/fukuokashinishiku/motooka/","pm25","2017-03-28 02:00:00","+09:00",8.19,91,1021,22,1.5,2.8,65,NA,40,2.3,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1675","Ishimaru, Fukuoka",78,5260,33.573723,130.3166608,"http://aqicn.org/city/japan/fukuokashinishiku/ishimaru/","pm25","2017-03-28 02:00:00","+09:00",8.19,91,1021,27,1.5,4.7,78,NA,31.2,1.1,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1676","Ishimaru, Fukuoka",NA,2091,33.573723,130.3166608,"http://aqicn.org/city/japan/fukuokashinishiku/shinnishi/","","2014-06-08 16:00:00","",21.15,83,1008,38,NA,3.8,65,NA,38,1,0,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1677","Yumeimachi, Omuta, Fukuoka",74,2092,33.0300761,130.4462574,"http://aqicn.org/?city=Japan/%E5%A4%A7%E7%89%9F%E7%94%B0%E5%B8%82/%E5%9B%BD%E8%A8%AD%E5%A4%A7%E7%89%9F%E7%94%B0","pm25","2017-03-28 02:00:00","+09:00",7.7,71.3,1022,18,1.5,5.6,74,3.4,34.4,1,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1678","Shinchimachi, Omuta, Fukuoka",65,2093,33.0345087,130.4350108,"http://aqicn.org/city/japan/omutashi/shinchi/","pm25","2017-03-28 02:00:00","+09:00",6.15,81,1022,18,7.2,19.5,65,3.4,38.4,1,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1679","Takagimachi, Saga, Saga",74,2094,33.256819,130.3080433,"http://aqicn.org/city/japan/sagashi/saga/","pm25","2017-03-28 01:00:00","+09:00",6.15,81,1022,19,2.9,5.6,74,NA,34.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1680","Futago, Karatsu, Saga",80,2095,33.4609071,129.9588028,"http://aqicn.org/city/japan/karatsushi/karatsu/","pm25","2017-03-28 01:00:00","+09:00",6.15,81,1022,25,2.9,4.7,80,NA,43.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1681","Shukumachi, Tosu, Saga",61,2096,33.3777575,130.5062441,"http://aqicn.org/city/japan/tosushi/tosu/","pm25","2017-03-28 01:00:00","+09:00",4.51,60,1020,17,2.9,4.7,61,NA,39.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1682","Takeocho Oaza Showa, Takeo, Saga",85,2097,33.1966708,130.0253498,"http://aqicn.org/city/japan/takeoshi/takeo/","pm25","2017-03-28 01:00:00","+09:00",6.15,81,1022,24,2.9,5.6,85,NA,33.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1683","Daitocho, Sasebo, Nagasaki",21,2098,33.150428,129.7789056,"http://aqicn.org/city/japan/saseboshi/daito/","pm10","2017-03-28 01:00:00","+09:00",6.15,81,1022,21,1.5,4.7,97,4.5,40,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1684","Fukuishicho, Sasebo, Nagasaki",72,2099,33.1589094,129.7310117,"http://aqicn.org/city/japan/saseboshi/fukuishi/","pm25","2017-03-28 01:00:00","+09:00",6.15,81,1022,20,1.5,9.3,72,4.5,40.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1685","Mawatarimachi, Isahaya, Nagasaki",82,2100,32.8431539,130.0241384,"http://aqicn.org/?city=Japan/%E8%AB%8C%E6%97%A9%E5%B8%82/%E8%AB%AB%E6%97%A9","pm25","2017-03-28 01:00:00","+09:00",6.15,81,1022,25,1.5,2.8,82,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1686","Gonouracho Honmurafure, Iki, Nagasaki",72,2101,33.7493585,129.6923934,"http://aqicn.org/city/japan/ikishi/iki/","pm25","2017-03-28 01:00:00","+09:00",8.19,91,1021,23,1.5,1.9,72,NA,46.5,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1687","Matsuejomachi, Yatsushiro, Kumamoto",97,2102,32.5076982,130.6018572,"http://aqicn.org/city/japan/yashiroshi/hachidaishiyakusho/","pm25","2017-03-28 01:00:00","+09:00",6.15,81,1022,22,1.5,10.2,97,NA,28.9,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
"1688","Teramachi, Hitoyoshi, Kumamoto",74,2103,32.2071214,130.7625212,"http://aqicn.org/city/japan/hitoyoshishi/hitoyoshihokenjo/","pm25","2017-03-28 01:00:00","+09:00",6.53,75,1020,13,1.5,3.8,74,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 17:10:11
